WKT,name,description
"POLYGON ((106.816965 -6.3052096, 106.8161496 -6.3050389, 106.8162354 -6.3059347, 106.8166217 -6.3064466, 106.8167933 -6.3070011, 106.8167933 -6.3076836, 106.8162784 -6.3080248, 106.8158921 -6.3084087, 106.8158063 -6.3090912, 106.8157205 -6.309987, 106.8161496 -6.3104562, 106.81645 -6.3105842, 106.8170937 -6.3105415, 106.8175658 -6.3102429, 106.8175658 -6.3111387, 106.8175229 -6.3119918, 106.8175229 -6.3126743, 106.8175229 -6.3133994, 106.8175658 -6.3140392, 106.8177375 -6.3147644, 106.816965 -6.3151056, 106.8164071 -6.3153189, 106.8164071 -6.3158307, 106.8167075 -6.3162999, 106.8171796 -6.3163426, 106.817995 -6.3163426, 106.8185958 -6.3164279, 106.8191108 -6.3167691, 106.8194112 -6.317281, 106.8200549 -6.317409, 106.8207416 -6.3175369, 106.8213853 -6.3175369, 106.8222007 -6.3174516, 106.8228015 -6.3173663, 106.8232736 -6.3173663, 106.8238315 -6.3175796, 106.8243894 -6.3177075, 106.8247756 -6.3176222, 106.8249902 -6.3166412, 106.8250331 -6.3158734, 106.8252047 -6.3151909, 106.8253764 -6.3144658, 106.8254622 -6.313698, 106.825591 -6.3129302, 106.8256339 -6.3122051, 106.8258056 -6.3113093, 106.8263205 -6.3113093, 106.8266639 -6.310968, 106.8267926 -6.3104988, 106.8268784 -6.3097737, 106.8270072 -6.3092618, 106.8269643 -6.30875, 106.826621 -6.3085367, 106.8259343 -6.3084514, 106.8253335 -6.308494, 106.8248614 -6.3084514, 106.8246039 -6.3079822, 106.8246468 -6.3073423, 106.8246898 -6.3064039, 106.8242606 -6.3062333, 106.8237885 -6.3062333, 106.823059 -6.3062333, 106.822544 -6.3064039, 106.8222436 -6.3066598, 106.8217715 -6.3065319, 106.8212136 -6.3064039, 106.8207416 -6.3063613, 106.8204841 -6.3059774, 106.8203124 -6.3055508, 106.8198403 -6.3055935, 106.8192395 -6.3055935, 106.8188533 -6.3055508, 106.8184241 -6.3054655, 106.8179091 -6.3052522, 106.816965 -6.3052096))",Kebun Binatang Ragunan,
